Product ID,ItemName,UOM,Quantity Delivered,Contract Price,Value of Delivery,,,,,,,,,,,,,,,,,
346215559,Tomato Himsona,kg,1225.5,24,"29,412.00",,,,,,,,,,,,,,,,,
283778011,Red Potato,kg,655.5,20,"13,110.00",,,,,,,,,,,,,,,,,
30166,Babycorn,packet,71.1,24,"1,706.40",,,,,,,,,,,,,,,,,
30168,Water Melon Red,kg,1019.8,23,"23,455.40",,,,,,,,,,,,,,,,,
30210,Capsicum Red,kg,121.5,130,"15,795.00",,,,,,,,,,,,,,,,,
30011,Broccoli,kg,171.4,110,"18,854.00",,,,,,,,,,,,,,,,,
30241,Capsicum Yellow,kg,123.5,130,"16,055.00",,,,,,,,,,,,,,,,,
119829852,Apple Washington,kg,67,265,"17,755.00",,,,,,,,,,,,,,,,,
30239,Palak,kg,86.4,23,"1,987.20",,,,,,,,,,,,,,,,,
113948526,Pineapple Rani,pc,499,80,"39,920.00",,,,,,,,,,,,,,,,,
30199,Bhindi,kg,25.25,22,555.50,,,,,,,,,,,,,,,,,
30054,Red Globe,kg,10,280,"2,800.00",,,,,,,,,,,,,,,,,
30151,Cucumber White,kg,717.5,38,"27,265.00",,,,,,,,,,,,,,,,,
30221,Pumpkin,kg,128,18,"2,304.00",,,,,,,,,,,,,,,,,
30174,Bottle Gourd,kg,79.7,17,"1,354.90",,,,,,,,,,,,,,,,,
30040,Brinjal Black Big,kg,66.5,25,"1,662.50",,,,,,,,,,,,,,,,,
30196,Carrot Delhi,kg,148.5,28,"4,158.00",,,,,,,,,,,,,,,,,
30138,Peeled Garlic,kg,136.4,95,"12,958.00",,,,,,,,,,,,,,,,,
30071,Lettuce,kg,13.9,98,"1,362.20",,,,,,,,,,,,,,,,,
30193,Leeks,kg,5.5,95,522.50,,,,,,,,,,,,,,,,,
30225,Ginger,kg,88.47,80,"7,077.60",,,,,,,,,,,,,,,,,
30143,Cabbage Green,kg,188.5,18,"3,393.00",,,,,,,,,,,,,,,,,
472031695,LEMON GREEN,kg,47.3,70,"3,311.00",,,,,,,,,,,,,,,,,
30115,Pokchoy,kg,5.35,105,561.75,,,,,,,,,,,,,,,,,
30108,Capsicum Green,kg,108,42,"4,536.00",,,,,,,,,,,,,,,,,
30207,Tomato Red Cherry,box,7.5,190,"1,425.00",,,,,,,,,,,,,,,,,
30029,Lemongrass,kg,1.9,100,190.00,,,,,,,,,,,,,,,,,
133089973,Banana,Each,266,5,"1,330.00",,,,,,,,,,,,,,,,,
108246355,AMERICAN CORN FROZEN,pkt,5,68,340.00,,,,,,,,,,,,,,,,,
30131,Celery,kg,4.6,100,460.00,,,,,,,,,,,,,,,,,
30006,Carrot,kg,30,28,840.00,,,,,,,,,,,,,,,,,
30209,Cabbage Chinese,kg,3.6,90,324.00,,,,,,,,,,,,,,,,,
30046,Potato,kg,50,16,800.00,,,,,,,,,,,,,,,,,
30032,Chilli Green,kg,32.9,30,987.00,,,,,,,,,,,,,,,,,
30190,Basil Italian,kg,4.6,140,644.00,,,,,,,,,,,,,,,,,
30156,Beet Root,kg,16,25,400.00,,,,,,,,,,,,,,,,,
30042,Lettuce Lolorosa Red,kg,5.8,145,841.00,,,,,,,,,,,,,,,,,
30177,Pomegranate,kg,2,120,240.00,,,,,,,,,,,,,,,,,
117549878,Microgreen Box,box,12,125,"1,500.00",,,,,,,,,,,,,,,,,
30041,Brinjal Black Round,kg,2,20,40.00,,,,,,,,,,,,,,,,,
392324408,Lemon Leaves,kg,0.5,520,260.00,,,,,,,,,,,,,,,,,
30102,Spring Onion,kg,24,85,"2,040.00",,,,,,,,,,,,,,,,,
30038,Beans French,kg,60.5,45,"2,722.50",,,,,,,,,,,,,,,,,
30065,Dragon Fruit,pc,5,90,450.00,,,,,,,,,,,,,,,,,
30110,Basil,box,0.3,140,42.00,,,,,,,,,,,,,,,,,
534067702,Banana Normal,pc,36,5,180.00,,,,,,,,,,,,,,,,,
832854830,Coconut Husk,pc,121,28,"3,388.00",,,,,,,,,,,,,,,,,
327153660,Edible Flower Box,box,2,220,440.00,,,,,,,,,,,,,,,,,
30134,Radish White,kg,7,20,140.00,,,,,,,,,,,,,,,,,
30018,Potato Baby,kg,2,30,60.00,,,,,,,,,,,,,,,,,
30019,Avocado,pc,0.2,920,184.00,,,,,,,,,,,,,,,,,
30158,Thai Ginger,kg,2.3,360,828.00,,,,,,,,,,,,,,,,,
30116,Iceberg,kg,13.9,130,"1,807.00",,,,,,,,,,,,,,,,,
118604037,Blueberry,box,6,229,"1,374.00",,,,,,,,,,,,,,,,,
535569180,Achari Green Chilly,kg,5,100,500.00,,,,,,,,,,,,,,,,,
30111,Onion,kg,1229.7,22,"27,053.40",,,,,,,,,,,,,,,,,
30217,Tomato Local,kg,266,24,"6,384.00",,,,,,,,,,,,,,,,,
30248,Lemon,kg,56,80,"4,480.00",,,,,,,,,,,,,,,,,
349923285,Grape Fruit,kg,2,300,600.00,,,,,,,,,,,,,,,,,
30063,Mint,kg,19.5,65,"1,267.50",,,,,,,,,,,,,,,,,
202101316,Happy Banana,kg,96.3,58,"5,585.40",,,,,,,,,,,,,,,,,
30080,Thyme,box,0.89,550,489.50,,,,,,,,,,,,,,,,,
117062687,Coriander,kg,98.68,45,"4,440.60",,,,,,,,,,,,,,,,,
30061,Cauliflower,kg,250,33,"8,250.00",,,,,,,,,,,,,,,,,
30219,Orange Valencia,kg,28,145,"4,060.00",,,,,,,,,,,,,,,,,
30222,Zucchini Green,kg,63.8,70,"4,466.00",,,,,,,,,,,,,,,,,
30201,Asparagus,kg,12.5,980,"12,250.00",,,,,,,,,,,,,,,,,
366325735,Rocket Leaf,box,2,320,640.00,,,,,,,,,,,,,,,,,
30023,Papaya,kg,509.8,40,"20,392.00",,,,,,,,,,,,,,,,,
271658161,Sun Melon,kg,498,70,"34,860.00",,,,,,,,,,,,,,,,,
30047,Zuchchini Yellow,kg,57.1,120,"6,852.00",,,,,,,,,,,,,,,,,
30048,Rosemary,box,4.45,480,"2,136.00",,,,,,,,,,,,,,,,,
,,,,,"4,20,854.85",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
108042320,BANANA LEAVES,EA,112,25,2800,,,,,,,,,,,,,,,,,
870718187,DRAGON FRUIT PINK,pc,1,100,100,,,,,,,,,,,,,,,,,
462976194,Avocado Newzeland,pc,0.3,1100,330,,,,,,,,,,,,,,,,,
30003,Banana Robusta,kg,5,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30155,Curry Leaf,kg,1.75,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30170,Drumstick,kg,2,NULL,#VALUE!,,,,,,,,,,,,,,,,,
528456671,Kiwi Local,pc,108,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30086,Mango Dashari,kg,2,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30188,Mango Langda,kg,13.1,NULL,#VALUE!,,,,,,,,,,,,,,,,,
107767640,Mango Safeda,kg,14,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30203,Methi Sprouts,box,20,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30035,Parsley,box,3,NULL,#VALUE!,,,,,,,,,,,,,,,,,
30142,Sprouts Chana,box,19,NULL,#VALUE!,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
